ano,id_municipio,taxa_bruta_matricula_pre_escola,numero_absoluto_bruto_matricula_pre_escola,taxa_liquida_matricula_pre_escola,numero_absoluto_liquido_matricula_pre_escola
2014,3104205,100.2,889,95.4,846
2015,3104205,106.4,951,100.5,898
2016,3104205,102.8,926,95.7,862
2017,3104205,103.2,936,99.3,900
2018,3104205,109.6,993,104.2,944
2019,3104205,107.8,984,105.7,965
2010,3104304,85.5,324,57.3,217
2011,3104304,101.1,363,64.6,232
2012,3104304,105.5,381,62.6,226
2013,3104304,98.4,369,89.6,336
2014,3104304,93.6,354,88.6,335
2015,3104304,102.6,391,97.8,373
2016,3104304,92.2,354,89.6,344
2017,3104304,93.1,360,87.6,339
2018,3104304,101.6,393,98.8,382
2019,3104304,80.8,315,79.5,310
2010,3104403,73.9,51,50.7,35
2011,3104403,110.5,63,70.2,40
2012,3104403,105.3,60,52.6,30
2013,3104403,92.7,54,68.6,40
2014,3104403,103.6,60,98.4,57
2015,3104403,97.2,56,92,53
2016,3104403,92.5,53,92.5,53
2017,3104403,82.5,47,77.2,44
2018,3104403,113.1,62,105.8,58
2019,3104403,92,50,92,50
2010,3104452,47.4,82,30.6,53
2011,3104452,44.4,80,31.7,57
2012,3104452,68.1,124,37.4,68
2013,3104452,67.7,128,55,104
2014,3104452,64.5,123,61.9,118
2015,3104452,55.2,106,53.1,102
2016,3104452,56.8,110,54.2,105
2017,3104452,59,115,55.9,109
2018,3104452,62.6,122,59,115
2019,3104452,60.1,118,59.6,117
2010,3104502,45.3,310,27,185
2011,3104502,55.4,348,28.7,180
2012,3104502,56.8,357,32.5,204
2013,3104502,65.7,425,59.2,383
2014,3104502,65.5,424,62.4,404
2015,3104502,57.7,374,55.4,359
2016,3104502,65.9,427,63.4,411
2017,3104502,73.4,476,69.2,449
2018,3104502,73.6,468,68.3,434
2019,3104502,66.3,421,65.2,414
2010,3104601,96.1,299,71.1,221
2011,3104601,100,284,72.9,207
2012,3104601,108.4,311,68.6,197
2013,3104601,102.1,304,87.6,261
2014,3104601,97.6,293,94,282
2015,3104601,104.2,315,101.3,306
2016,3104601,105.2,320,93.4,284
2017,3104601,100.9,309,98,300
2018,3104601,99.6,304,95.9,293
2019,3104601,93.4,287,88.5,272
2010,3104700,50.9,234,33.3,153
2011,3104700,61.1,261,36.1,154
2012,3104700,64.3,272,38.1,161
2013,3104700,66.3,285,59.3,255
2014,3104700,61.6,262,59.7,254
2015,3104700,70.1,295,68.9,290
2016,3104700,68.4,285,66.2,276
2017,3104700,66.9,276,64.5,266
2018,3104700,68.2,267,66.4,260
2019,3104700,65.6,253,64.5,249
2010,3104809,78.3,130,51.2,85
2011,3104809,78.9,131,47.6,79
2012,3104809,73.8,121,47,77
2013,3104809,74.8,126,69.5,117
2014,3104809,77.4,130,76.8,129
2015,3104809,72.2,121,68,114
2016,3104809,66.9,112,63.3,106
2017,3104809,63.4,106,61,102
2018,3104809,68.3,111,67.6,110
2019,3104809,70.4,114,70.4,114
2010,3104908,88.8,422,63.8,303
2011,3104908,76.4,372,49.5,241
2012,3104908,81.4,398,52.4,256
2013,3104908,81.5,412,73.8,373
2014,3104908,82.4,418,76.5,388
2015,3104908,83.5,425,78.6,400
2016,3104908,74.8,382,73.2,374
2017,3104908,67.1,344,64,328
2018,3104908,73.6,373,71.4,362
2019,3104908,69.5,353,67.7,344
2010,3105004,88.9,201,65.9,149
2011,3105004,93.5,203,59.9,130
2012,3105004,84.2,181,50.2,108
2013,3105004,91.4,202,80.6,178
2014,3105004,102,225,95.7,211
2015,3105004,85.8,189,82.2,181
2016,3105004,85.4,188,81.8,180
2017,3105004,95.6,210,90.6,199
2018,3105004,90.1,193,86.3,185
2019,3105004,85.2,182,84.7,181
2010,3105103,78.3,382,55.7,272
2011,3105103,95.3,446,66,309
2012,3105103,98.3,461,59.9,281
2013,3105103,93.2,452,82.7,401
2014,3105103,89,433,82.8,403
2015,3105103,86,420,80.8,395
2016,3105103,86.1,422,81.2,398
2017,3105103,83.5,411,79.1,389
2018,3105103,102.9,501,96.8,471
2019,3105103,91.4,446,87.5,427
2010,3105202,67.7,105,43.9,68
2011,3105202,62.1,90,35.2,51
2012,3105202,71.1,101,41.5,59
2013,3105202,78.4,114,68.7,100
2014,3105202,75.9,110,71.8,104
2015,3105202,63.1,91,61,88
2016,3105202,61.2,88,57.7,83
2017,3105202,54.4,78,54.4,78
2018,3105202,38.2,53,31.7,44
2019,3105202,42.8,59,36.3,50
2010,3105301,85.7,114,54.1,72
2011,3105301,114.8,147,75.8,97
2012,3105301,115.4,150,66.2,86
2013,3105301,109.1,147,100.2,135
2014,3105301,107.6,146,106.2,144
2015,3105301,123.1,168,118,161
2016,3105301,127.5,175,124.6,171
2017,3105301,124.6,172,123.2,170
2018,3105301,161.6,222,155,213
2019,3105301,100.6,139,97,134
2010,3105400,92.4,752,66.2,539
2011,3105400,103,802,71.9,560
2012,3105400,103.8,819,60.8,480
2013,3105400,107.3,884,98.7,813
2014,3105400,115.4,963,100.6,840
2015,3105400,106.1,896,95.6,808
2016,3105400,94.9,811,87.5,748
2017,3105400,88.3,763,83.6,722
2018,3105400,92.3,806,87.2,761
2019,3105400,98.6,865,94.8,832
2010,3105509,93.5,143,71.9,110
2011,3105509,97.2,137,58.2,82
2012,3105509,88.7,125,56,79
2013,3105509,103.3,149,96.4,139
2014,3105509,110.2,158,104.6,150
2015,3105509,73.6,105,71.5,102
2016,3105509,93.1,132,86,122
2017,3105509,92.1,130,89.3,126
2018,3105509,93.4,127,89.7,122
2019,3105509,92,124,90.5,122
2010,3105608,87.1,2788,62.2,1991
2011,3105608,90.9,2690,57.7,1707
2012,3105608,92.7,2763,55.1,1644
2013,3105608,83.2,2574,73.6,2276
2014,3105608,87.4,2725,81.8,2549
2015,3105608,88.1,2766,82.8,2599
2016,3105608,86.4,2731,81.9,2588
2017,3105608,83.6,2658,79.6,2532
2018,3105608,87.5,2778,83,2635
2019,3105608,81.7,2609,79.4,2536
2010,3105707,56.1,88,38.2,60
2011,3105707,73.4,94,47.7,61
2012,3105707,77.6,97,45.6,57
2013,3105707,72.9,92,68.1,86
2014,3105707,75.7,94,72.5,90
2015,3105707,82.6,101,79.4,97
2016,3105707,96.4,116,88.9,107
2017,3105707,86.9,103,86,102
2018,3105707,99.4,110,94.9,105
2019,3105707,100.8,109,93.4,101
2010,3105905,95.9,515,70.8,380
2011,3105905,100.5,550,73.1,400
2012,3105905,98.7,542,64.1,352
2013,3105905,99.8,567,89.4,508
2014,3105905,90.7,518,87.2,498
2015,3105905,93,534,84.5,485
2016,3105905,92.2,532,86.2,497
2017,3105905,87.9,509,81.1,470
2018,3105905,88.5,509,82.6,475
2019,3105905,83.5,482,79,456
2010,3106002,94.6,279,72.2,213
2011,3106002,75.5,219,57.6,167
2012,3106002,94.8,274,56.7,164
2013,3106002,91.6,273,76.8,229
2014,3106002,85.1,254,78.7,235
2015,3106002,91.9,275,81.9,245
2016,3106002,94.4,283,87.4,262
2017,3106002,91.3,274,83.9,252
2018,3106002,94.5,279,88.4,261
2019,3106002,89.7,265,88,260
2010,3106101,83,78,63.8,60
2011,3106101,113.2,103,84.6,77
2012,3106101,108.8,99,76.9,70
2013,3106101,110,103,91.8,86
2014,3106101,81.1,76,76.9,72
2015,3106101,84.3,79,76.8,72
2016,3106101,88.6,83,86.4,81
2017,3106101,75.7,71,75.7,71
2018,3106101,81.6,75,79.4,73
2019,3106101,80.6,74,79.5,73
2010,3106200,85.6,46895,60.2,32960
2011,3106200,88.2,47568,58.8,31681
2012,3106200,82.4,44645,51.2,27719
2013,3106200,82.6,46278,73.5,41186
2014,3106200,81.6,45951,76.4,42993
2015,3106200,81.6,46152,76.6,43329
2016,3106200,88.2,50088,83.3,47323
2017,3106200,88.2,50332,83.7,47764
2018,3106200,90.4,51129,86,48630
2019,3106200,93.9,53299,89.4,50760
2010,3106309,89.2,663,67.8,504
2011,3106309,96.8,656,63.1,428
2012,3106309,97.1,665,67.3,461
2013,3106309,103.1,737,94.4,675
2014,3106309,95.5,691,90.1,652
2015,3106309,90.5,662,84.9,621
2016,3106309,100.6,744,95.2,704
2017,3106309,97,725,92.8,693
2018,3106309,90.3,681,87.1,657
2019,3106309,83.1,634,81,618
2010,3106408,76.8,119,51,79
2011,3106408,75.6,127,56,94
2012,3106408,83.9,141,45.8,77
2013,3106408,91.2,158,87.2,151
2014,3106408,116.4,202,108.9,189
2015,3106408,100.1,174,92.6,161
2016,3106408,90.7,158,82.1,143
2017,3106408,104.4,182,98,171
2018,3106408,116,199,110.8,190
2019,3106408,112.5,193,111.9,192
2010,3106507,61.4,229,44.8,167
2011,3106507,78.7,269,48,164
2012,3106507,64.2,219,41.1,140
2013,3106507,66.1,231,60.3,211
2014,3106507,71.4,249,68.6,239
2015,3106507,63.6,221,59.3,206
2016,3106507,57.7,200,57.1,198
2017,3106507,49.5,171,47.5,164
2018,3106507,61.4,206,56.7,190
2019,3106507,54.9,183,52.2,174
2010,3106606,53.4,86,39.8,64
2011,3106606,55.1,87,32.3,51
2012,3106606,55.1,87,31,49
2013,3106606,63.2,103,58.9,96
2014,3106606,102.3,167,101.1,165
2015,3106606,93,152,89.9,147
2016,3106606,119.7,196,64.1,105
2017,3106606,91.5,150,77.5,127
2018,3106606,102.9,166,81.2,131
2019,3106606,113.4,183,76.8,124
2010,3106655,86.3,126,61.6,90
2011,3106655,89.4,135,61.6,93
2012,3106655,72.8,110,39.7,60
2013,3106655,61.9,97,58.1,91
2014,3106655,83.7,132,76.7,121
2015,3106655,81.2,129,78.7,125
2016,3106655,80.7,129,74.4,119
2017,3106655,82.1,132,77.7,125
2018,3106655,66.7,107,65.5,105
2019,3106655,50.8,82,50.8,82
2010,3106705,54.8,6292,39.3,4507
2011,3106705,60.8,6802,39.3,4396
2012,3106705,66.1,7499,41.2,4675
2013,3106705,69.2,8209,63.3,7500
2014,3106705,72.3,8687,68.7,8260
2015,3106705,77.4,9417,73.4,8937
2016,3106705,82.9,10217,79.4,9784
2017,3106705,84,10463,79.5,9903
2018,3106705,84.7,10679,81.2,10249
2019,3106705,83,10639,80.1,10266
2010,3106804,40.5,47,19.8,23
2011,3106804,54.4,49,8.9,8
2012,3106804,28.9,26,10,9
2013,3106804,39.3,36,37.2,34
2014,3106804,57.5,52,56.3,51
2015,3106804,73.7,66,72.6,65
2016,3106804,92.5,82,88,78
2017,3106804,78.6,69,76.3,67
2018,3106804,93.6,78,85.2,71
2019,3106804,75.5,62,75.5,62
2010,3106903,95.8,317,64.7,214
2011,3106903,130.4,408,93.3,292
2012,3106903,111.1,351,71.5,226
2013,3106903,120.4,394,93.8,307
2014,3106903,111.9,368,96.4,317
2015,3106903,120.1,397,108,357
2016,3106903,114.8,381,105.1,349
2017,3106903,110.7,369,97.2,324
2018,3106903,108.5,359,96.7,320
2019,3106903,100.5,334,90.6,301
2010,3107000,75,42,57.1,32
2011,3107000,101.9,55,63,34
2012,3107000,105.7,56,67.9,36
2013,3107000,90.3,49,79.2,43
2014,3107000,66.6,36,64.8,35
2015,3107000,80,43,80,43
2016,3107000,100.8,54,100.8,54
2017,3107000,73.1,39,73.1,39
2018,3107000,87.3,45,83.4,43
2019,3107000,99.6,51,95.7,49
2010,3107109,73.9,774,51,534
2011,3107109,75.7,781,49,506
2012,3107109,92.8,961,57.1,592
2013,3107109,89.9,962,82.5,883
2014,3107109,94.5,1015,88.4,949
2015,3107109,99.5,1072,93.8,1011
2016,3107109,101.7,1099,97.3,1052
2017,3107109,92.8,1006,88.9,964
2018,3107109,95.9,1027,91.3,978
2019,3107109,93,998,90.5,971
2010,3107208,40.3,52,28.7,37
2011,3107208,38.3,46,26.7,32
2012,3107208,40,48,24.2,29
2013,3107208,59.9,74,54.2,67
2014,3107208,60.6,75,53.3,66
2015,3107208,55.7,69,54.1,67
2016,3107208,58.8,73,56.4,70
2017,3107208,65.2,81,64.4,80
2018,3107208,57.4,70,55,67
2019,3107208,59.1,72,59.1,72
2010,3107307,86.3,1378,60.4,964
2011,3107307,96.9,1460,59.2,892
2012,3107307,95.6,1450,58.2,882
2013,3107307,89.3,1403,80,1258
2014,3107307,81.7,1292,77.2,1222
2015,3107307,79,1258,75.1,1196
2016,3107307,81.5,1305,77.1,1235
2017,3107307,84,1353,74.6,1201
2018,3107307,83.2,1333,75.2,1205
2019,3107307,80.2,1286,76.4,1226
2010,3107406,92.2,1095,66.4,788
2011,3107406,87.3,1049,59.9,719
2012,3107406,90.8,1100,57.9,702
2013,3107406,89.2,1125,81.4,1026
2014,3107406,90.4,1150,86.8,1105
2015,3107406,99.5,1278,88.3,1133
2016,3107406,90,1165,86.4,1119
2017,3107406,91.6,1195,86.7,1131
2018,3107406,88.6,1159,84,1099
2019,3107406,91.4,1206,87.7,1157
2010,3107505,76.9,130,50.3,85
2011,3107505,95.2,139,63.7,93
2012,3107505,106.2,155,59.6,87
2013,3107505,101.3,152,89.9,135
2014,3107505,102.7,154,99.3,149
2015,3107505,112.1,168,94.1,141
2016,3107505,126.2,189,95.5,143
2017,3107505,110.2,165,104.9,157
2018,3107505,110.8,162,103.3,151
2019,3107505,105.6,154,104.2,152
2010,3107604,92,92,65,65
2011,3107604,84.2,85,60.4,61
2012,3107604,91.3,94,52.4,54
2013,3107604,96.4,103,83.3,89
2014,3107604,96.6,104,91.9,99
2015,3107604,96.8,105,90.4,98
2016,3107604,106.3,116,99.9,109
2017,3107604,116.6,128,113.8,125
2018,3107604,107.8,118,106,116
2019,3107604,103.5,114,100.7,111
2010,3107703,100.6,172,71.9,123
2011,3107703,85.4,134,61.1,96
2012,3107703,98.1,154,62.4,98
2013,3107703,94.9,155,85.7,140
2014,3107703,75.8,125,72.8,120
2015,3107703,85.4,142,83,138
2016,3107703,96.6,162,93.7,157
2017,3107703,89.4,151,87,147
2018,3107703,112.2,190,109.3,185
2019,3107703,94.9,162,94.9,162
2010,3107802,49.2,212,31.8,137
2011,3107802,49.3,200,24.6,100
2012,3107802,65.1,263,42.6,172
2013,3107802,69.7,289,63.7,264
2014,3107802,75,310,71.6,296
2015,3107802,83.5,344,80.3,331
2016,3107802,85.4,351,80.8,332
2017,3107802,85.2,349,80.8,331
2018,3107802,81.2,323,77.9,310
2019,3107802,74,293,73.8,292
2010,3107901,76.1,217,50.5,144
2011,3107901,79.6,219,47.3,130
2012,3107901,87.6,241,56,154
2013,3107901,86.9,246,74.9,212
2014,3107901,90,255,81.5,231
2015,3107901,63.2,179,58.6,166
2016,3107901,79.7,226,77.6,220
2017,3107901,91.7,260,89.9,255
2018,3107901,99,275,96.8,269
2019,3107901,89.7,249,89,247
2010,3108008,87.7,379,64.4,278
2011,3108008,83.1,364,58.7,257
2012,3108008,91.1,398,59,258
2013,3108008,83.7,377,73.3,330
2014,3108008,83.6,377,78.2,353
2015,3108008,78.3,354,74.6,337
2016,3108008,83.8,379,79.1,358
2017,3108008,75.3,341,71.7,325
2018,3108008,71.9,320,69.6,310
2019,3108008,76.6,341,75,334
2010,3108107,73.6,106,52.8,76
2011,3108107,68.4,93,49.3,67
2012,3108107,81.6,111,51.5,70
2013,3108107,86.4,121,80,112
2014,3108107,85,119,80.7,113
2015,3108107,95.7,134,92.8,130
2016,3108107,89.9,126,87.1,122
2017,3108107,81.3,114,77.8,109
2018,3108107,76.5,105,72.8,100
2019,3108107,81.7,112,80.9,111
2010,3108206,55.3,84,40.8,62
2011,3108206,94.3,149,79.1,125
2012,3108206,95.6,151,55.7,88
2013,3108206,73.1,118,67.5,109
2014,3108206,96.6,155,93.5,150
2015,3108206,90.9,145,89.7,143
2016,3108206,94,149,92.7,147
2017,3108206,88.8,140,82.5,130
2018,3108206,88.4,134,85.1,129
2019,3108206,84.6,127,81.2,122
2010,3108255,27.1,108,16.8,67
2011,3108255,25.6,99,15.8,61
2012,3108255,33,129,21.5,84
2013,3108255,30.8,126,27.7,113
2014,3108255,33.6,139,30.7,127
2015,3108255,33.6,141,32.4,136
2016,3108255,33.5,142,32.3,137
2017,3108255,27.2,117,26.3,113
2018,3108255,37.2,162,32.1,140
2019,3108255,38.3,169,36.9,163
2010,3108305,85.4,369,57.2,247
2011,3108305,82.7,340,55.2,227
2012,3108305,88,365,52.3,217
2013,3108305,82.7,358,77,333
2014,3108305,99.2,434,89.6,392
2015,3108305,101.3,448,91.1,403
2016,3108305,85.2,381,81.4,364
2017,3108305,80.4,363,76,343
2018,3108305,76.5,348,72.6,330
2019,3108305,74,340,71.8,330
2010,3108404,80.4,296,53.8,198
2011,3108404,101.8,346,62.9,214
2012,3108404,103.8,355,59.6,204
2013,3108404,104.3,367,94.6,333
2014,3108404,96.3,339,93.5,329
2015,3108404,95.5,336,90.7,319
2016,3108404,105.4,371,100.6,354
2017,3108404,103.7,365,99.8,351
2018,3108404,107.7,371,104,358
2019,3108404,100.6,346,97.7,336
2010,3108503,70.8,170,48.8,117
2011,3108503,74.1,166,50.4,113
2012,3108503,76.2,170,48.4,108
2013,3108503,79.1,181,69.5,159
2014,3108503,73.7,168,65.3,149
2015,3108503,82.2,187,67.7,154
2016,3108503,95.2,216,82.9,188
2017,3108503,81.3,184,73.8,167
2018,3108503,84.7,186,78.3,172
2019,3108503,70,153,68.6,150
2010,3108552,76.4,427,51.7,289
2011,3108552,89.5,476,54.3,289
2012,3108552,87.6,473,46.9,253
2013,3108552,72.3,408,64.5,364
2014,3108552,77.2,442,74.6,427
2015,3108552,76,441,70.9,411
2016,3108552,77.1,453,74.1,435
2017,3108552,82.7,491,79.6,473
2018,3108552,77.9,469,75.8,456
2019,3108552,73.6,449,72,439
2010,3108602,61.8,587,43.2,410
2011,3108602,64.7,593,40.9,375
2012,3108602,59.8,550,40.4,372
2013,3108602,56.3,535,53.1,504
2014,3108602,70.8,675,68,648
2015,3108602,72.5,693,69.5,664
2016,3108602,82.9,794,80.1,767
2017,3108602,80.8,776,77.6,745
2018,3108602,80,758,77.4,733
2019,3108602,74.4,706,74,702
2010,3108701,83,112,57,77
2011,3108701,77.9,95,41,50
2012,3108701,77,94,50.8,62
2013,3108701,79.5,99,72.2,90
2014,3108701,74.3,92,65.4,81
2015,3108701,70.7,87,65,80
2016,3108701,71.2,87,70.3,86
2017,3108701,69.1,84,65,79
2018,3108701,82.2,96,68.5,80
2019,3108701,64.8,75,64.8,75
2010,3108800,70.5,98,43.9,61
2011,3108800,62.2,84,30.4,41
2012,3108800,53,70,20.5,27
2013,3108800,64.4,87,59.2,80
2014,3108800,66.9,90,63.2,85
2015,3108800,62.7,84,61.2,82
2016,3108800,72.7,97,68.2,91
2017,3108800,85.1,113,82.1,109
2018,3108800,90.4,116,87.3,112
2019,3108800,66.7,85,66.7,85
2010,3108909,84.5,299,61.6,218
2011,3108909,82.5,278,59.6,201
2012,3108909,93.5,315,56.7,191
2013,3108909,87,301,79.7,276
2014,3108909,92.9,321,86.8,300
2015,3108909,89,307,86.4,298
2016,3108909,85.9,296,81.6,281
2017,3108909,92.1,317,91,313
2018,3108909,97,325,94.9,318
2019,3108909,89.8,300,88.9,297
2010,3109006,111.7,1039,67.5,628
2011,3109006,107.2,948,67.6,598
2012,3109006,106.9,959,66,592
2013,3109006,97.2,913,87.1,818
2014,3109006,102.9,982,92,878
2015,3109006,104.8,1014,95.5,924
2016,3109006,97.5,957,91.2,895
2017,3109006,93.2,926,89.4,888
2018,3109006,88.8,897,84.7,856
2019,3109006,90.7,930,87.5,897
2010,3109105,69.4,184,44.9,119
2011,3109105,91.2,218,56.5,135
2012,3109105,95,227,52.7,126
2013,3109105,87.8,216,77.2,190
2014,3109105,88.1,217,84.9,209
2015,3109105,75.9,187,73.1,180
2016,3109105,79.1,195,75.9,187
2017,3109105,76.6,189,73,180
2018,3109105,71.6,173,71.2,172
2019,3109105,55.1,133,55.1,133
2010,3109204,66.8,187,44.6,125
2011,3109204,74.5,199,46.1,123
2012,3109204,92.5,247,53.9,144
2013,3109204,96.4,265,85.5,235
2014,3109204,89.5,246,87.3,240
2015,3109204,75.3,207,72,198
2016,3109204,83.6,230,79.6,219
2017,3109204,91.6,252,86.9,239
2018,3109204,107.2,289,102.8,277
2019,3109204,97,261,95.8,258
2010,3109253,44.8,60,28.4,38
2011,3109253,54.2,64,28,33
2012,3109253,44.1,52,23.7,28
2013,3109253,55.9,68,51.8,63
2014,3109253,54.2,66,51.7,63
2015,3109253,56.6,69,55.7,68
2016,3109253,58.1,71,54.8,67
2017,3109253,61.3,75,58,71
2018,3109253,57.4,69,53.2,64
2019,3109253,53.6,63,52.8,62
2010,3109303,64.9,552,45.2,384
2011,3109303,57,470,31.2,257
2012,3109303,67.4,559,34.9,289
2013,3109303,74.1,638,64.1,552
2014,3109303,79.4,689,75.5,655
2015,3109303,80,699,77.6,678
2016,3109303,73.1,644,70.2,618
2017,3109303,66.6,590,64.2,569
2018,3109303,77.4,685,74.4,659
2019,3109303,71.4,637,70.2,626
2010,3109402,62.6,631,36.8,371
2011,3109402,66.2,652,40.2,396
2012,3109402,64.8,640,36.2,357
2013,3109402,59.3,605,50,510
2014,3109402,58.1,595,55,563
2015,3109402,58.8,604,54.5,559
2016,3109402,59.4,612,55.3,569
2017,3109402,57.3,592,53.5,553
2018,3109402,58.9,601,55.9,570
2019,3109402,56.9,582,55.8,571
2010,3109451,88.3,196,60.4,134
2011,3109451,99.1,220,62.2,138
2012,3109451,98.6,219,59.5,132
2013,3109451,94.3,217,86.5,199
2014,3109451,80.7,187,72.1,167
2015,3109451,75.9,177,71.2,166
2016,3109451,85.7,201,83.2,195
2017,3109451,95.8,226,90.3,213
2018,3109451,79.7,187,76.7,180
2019,3109451,65.2,154,61.8,146
2010,3109501,48.4,179,22.7,84
2011,3109501,65.3,230,31,109
2012,3109501,63.6,224,29,102
2013,3109501,62.3,226,57.6,209
2014,3109501,55.6,202,54.8,199
2015,3109501,69.8,254,66.5,242
2016,3109501,78.8,287,75.8,276
2017,3109501,70,255,66.9,244
2018,3109501,71.8,257,68.7,246
2019,3109501,67.3,241,65.9,236
2010,3109600,94.7,72,53.9,41
2011,3109600,88.3,68,53.2,41
2012,3109600,101.3,78,54.5,42
2013,3109600,104.9,83,97.3,77
2014,3109600,108.9,86,103.9,82
2015,3109600,100.2,79,95.2,75
2016,3109600,85.1,67,82.6,65
2017,3109600,90.3,71,87.8,69
2018,3109600,109.7,84,104.4,80
2019,3109600,127.1,97,125.8,96
2010,3109709,46.2,147,20.8,66
2011,3109709,72.5,198,42.1,115
2012,3109709,87.6,241,47.6,131
2013,3109709,86.5,246,76,216
2014,3109709,93.2,266,87.6,250
2015,3109709,90.1,258,88,252
2016,3109709,95,273,92.9,267
2017,3109709,92.6,267,85.3,246
2018,3109709,94,268,89.8,256
2019,3109709,85.3,244,83.9,240
2010,3109808,103.8,83,72.5,58
2011,3109808,107.5,72,70.1,47
2012,3109808,92.5,62,64.2,43
2013,3109808,92.2,64,86.4,60
2014,3109808,90.2,63,88.7,62
2015,3109808,82.5,58,81.1,57
2016,3109808,103.3,73,94.8,67
2017,3109808,88.6,63,83,59
2018,3109808,97.6,69,97.6,69
2019,3109808,71.7,51,66.1,47
2010,3109907,84.6,214,66.4,168
2011,3109907,116.1,260,66.1,148
2012,3109907,105.3,238,67.7,153
2013,3109907,109,257,98,231
2014,3109907,107.3,256,102.3,244
2015,3109907,110.7,267,104.1,251
2016,3109907,109.1,266,103,251
2017,3109907,108.9,268,102.4,252
2018,3109907,110.4,274,105.2,261
2019,3109907,107.6,270,105.2,264
2010,3110004,88.7,977,69.2,762
2011,3110004,85.8,917,62.2,665
2012,3110004,93.8,1012,55.6,600
2013,3110004,88,987,80.4,901
2014,3110004,96.1,1086,86.9,982
2015,3110004,92.7,1056,85.8,978
2016,3110004,91.9,1055,84.7,972
2017,3110004,88.1,1018,83.3,963
2018,3110004,96.9,1120,92.5,1069
2019,3110004,85.3,994,83.5,973
2010,3110103,68.1,96,35.5,50
2011,3110103,78.6,114,42.8,62
2012,3110103,65.1,95,37,54
2013,3110103,85.6,130,78.4,119
2014,3110103,84.9,130,80.3,123
2015,3110103,64.1,99,63.4,98
2016,3110103,66.8,104,62.3,97
2017,3110103,58.6,92,57.3,90
2018,3110103,59.8,94,59.1,93
2019,3110103,63.7,101,60.5,96
2010,3110202,80,72,56.7,51
2011,3110202,98.9,91,73.9,68
2012,3110202,133.7,123,88,81
2013,3110202,119.6,113,107.9,102
2014,3110202,93.3,88,84.8,80
2015,3110202,97.7,92,94.5,89
2016,3110202,102.1,96,100,94
2017,3110202,89.5,84,89.5,84
2018,3110202,84.2,77,80.9,74
2019,3110202,90,82,84.5,77
2010,3110301,45.9,150,28.1,92
2011,3110301,47.6,152,20.4,65
2012,3110301,57.9,186,23.7,76
2013,3110301,60.2,200,53.3,177
2014,3110301,67,224,65.6,219
2015,3110301,64,215,61.7,207
2016,3110301,69.4,234,67.9,229
2017,3110301,80.6,273,76.4,259
2018,3110301,83.6,281,80.6,271
2019,3110301,80,270,76.7,259
2010,3110400,73.2,52,42.3,30
2011,3110400,65.8,50,36.8,28
2012,3110400,63.5,47,39.2,29
2013,3110400,57,43,51.7,39
2014,3110400,73.5,55,73.5,55
2015,3110400,90.2,67,87.5,65
2016,3110400,89.5,66,82.7,61
2017,3110400,77.9,57,76.5,56
2018,3110400,94.1,66,82.7,58
2019,3110400,96.7,67,95.2,66
2010,3110509,82.6,456,58.5,323
2011,3110509,68,387,46,262
2012,3110509,82.6,470,48.9,278
2013,3110509,87.3,513,76.1,447
2014,3110509,95.3,561,84.9,500
2015,3110509,91.1,538,87.4,516
2016,3110509,97.3,576,92.8,549
2017,3110509,99.1,588,93.8,556
2018,3110509,101.8,595,97.5,570
2019,3110509,111.2,651,106.3,622
2010,3110608,66,390,41.8,247
2011,3110608,74.6,446,43.1,258
2012,3110608,98.2,592,57.5,347
2013,3110608,93.1,584,83.8,526
2014,3110608,98.9,627,92.8,588
2015,3110608,100,640,92.7,593
2016,3110608,96.7,624,91.9,593
2017,3110608,100.2,652,95.3,620
2018,3110608,106.2,694,101.5,663
2019,3110608,98.7,651,95.4,629
2010,3110707,93.6,322,68.6,236
2011,3110707,90,288,56.3,180
2012,3110707,87.5,280,51.9,166
2013,3110707,81.6,269,73.7,243
2014,3110707,76,251,73.9,244
2015,3110707,83.8,277,80.2,265
2016,3110707,82.8,274,78.6,260
2017,3110707,78.2,259,74.3,246
2018,3110707,88.3,287,83,270
2019,3110707,91.7,298,88.3,287
2010,3110806,0,0,0,0
2011,3110806,118.7,127,68.2,73
2012,3110806,81.9,86,52.4,55
2013,3110806,87.5,95,83.9,91
2014,3110806,79.9,87,77.1,84
2015,3110806,74.1,81,69.5,76
2016,3110806,87.5,96,82.1,90
2017,3110806,80.9,89,76.4,84
2018,3110806,79.2,86,76.4,83
2019,3110806,78.9,86,78,85
2010,3110905,77.9,346,57.9,257
2011,3110905,92.7,395,55.9,238
2012,3110905,82.9,355,46.3,198
2013,3110905,72.8,323,68.3,303
2014,3110905,76.8,343,72.1,322
2015,3110905,84,378,80,360
2016,3110905,87.9,398,82.6,374
2017,3110905,91.6,417,88.5,403
2018,3110905,85.1,386,80.5,365
2019,3110905,78.7,359,75.6,345
2010,3111002,65,374,39.1,225
2011,3111002,82.1,414,44.6,225
2012,3111002,81.2,409,47,237
2013,3111002,70.9,368,62.2,323
2014,3111002,67.9,353,64.6,336
2015,3111002,73.8,384,71.3,371
2016,3111002,76,396,73.3,382
2017,3111002,80.3,419,78,407
2018,3111002,84.3,432,82,420
2019,3111002,74,379,72,369
2010,3111101,84.9,387,61.8,282
2011,3111101,71,316,49.2,219
2012,3111101,94.1,418,60.8,270
2013,3111101,88,403,78.2,358
2014,3111101,86.4,396,77.2,354
2015,3111101,83.4,383,79.7,366
