ano,id_municipio,taxa_bruta_matricula_pre_escola,numero_absoluto_bruto_matricula_pre_escola,taxa_liquida_matricula_pre_escola,numero_absoluto_liquido_matricula_pre_escola
2019,2504009,87.2,10535,78.9,9539
2010,2504033,90.8,217,64.9,155
2011,2504033,99.6,237,74.8,178
2012,2504033,87.7,213,54.3,132
2013,2504033,79.1,201,70.8,180
2014,2504033,79.8,207,67.5,175
2015,2504033,81.3,215,76.8,203
2016,2504033,81.4,219,74.3,200
2017,2504033,71.6,196,65.8,180
2018,2504033,77.5,208,68.9,185
2019,2504033,77.1,210,70.8,193
2010,2504074,52.1,73,40,56
2011,2504074,47.9,70,28.8,42
2012,2504074,44.6,66,25.7,38
2013,2504074,38.2,58,32.9,50
2014,2504074,35.3,54,31.4,48
2015,2504074,57.7,89,50.6,78
2016,2504074,69.6,108,60.6,94
2017,2504074,66.6,104,63.4,99
2018,2504074,66.4,103,61.9,96
2019,2504074,59,92,50,78
2010,2504108,136,102,92,69
2011,2504108,143.9,95,87.9,58
2012,2504108,134.8,89,92.4,61
2013,2504108,137.5,94,93.6,64
2014,2504108,125.4,87,95.1,66
2015,2504108,112.3,79,68.3,48
2016,2504108,99.7,71,70.2,50
2017,2504108,108.2,78,73.5,53
2018,2504108,127.9,91,77.3,55
2019,2504108,123.8,89,104.3,75
2010,2504157,81.2,224,53.6,148
2011,2504157,84.7,210,53.2,132
2012,2504157,79.8,198,52.8,131
2013,2504157,77.2,196,72.8,185
2014,2504157,73.2,187,68.9,176
2015,2504157,75.5,194,72.7,187
2016,2504157,83.1,215,77.7,201
2017,2504157,63.1,164,61.2,159
2018,2504157,66.2,171,64.6,167
2019,2504157,64.3,167,61.6,160
2010,2504207,69.5,116,58.7,98
2011,2504207,68.2,118,48,83
2012,2504207,54.9,95,34.7,60
2013,2504207,56.8,100,52.8,93
2014,2504207,61.9,109,59.6,105
2015,2504207,72.5,128,68,120
2016,2504207,74.1,131,70.7,125
2017,2504207,76.3,135,61.6,109
2018,2504207,62.8,111,57.7,102
2019,2504207,62.7,111,61.6,109
2010,2504306,91,854,65.9,618
2011,2504306,85.9,784,59.9,547
2012,2504306,81.7,749,55.5,509
2013,2504306,83.3,783,73.8,693
2014,2504306,83.2,787,76.4,723
2015,2504306,77.1,734,71.6,681
2016,2504306,73.7,706,68.2,653
2017,2504306,74.2,714,69.9,673
2018,2504306,79.6,762,73.9,707
2019,2504306,81.7,787,74.6,719
2010,2504355,100,158,74.1,117
2011,2504355,98.8,161,77.3,126
2012,2504355,93.3,154,57,94
2013,2504355,96.9,164,67.4,114
2014,2504355,101.6,173,76.9,131
2015,2504355,75.8,130,64.7,111
2016,2504355,78.8,136,74.2,128
2017,2504355,78.9,137,73.7,128
2018,2504355,78.8,136,75.9,131
2019,2504355,81,141,72.9,127
2010,2504405,75.6,444,57.1,335
2011,2504405,75.5,447,52.4,310
2012,2504405,78.5,465,51.7,306
2013,2504405,88.9,536,75,452
2014,2504405,95.3,576,79.4,480
2015,2504405,82.5,500,72.6,440
2016,2504405,77.4,470,66.2,402
2017,2504405,85.4,520,68.9,419
2018,2504405,87,528,75.3,457
2019,2504405,80.5,491,73.1,446
2010,2504504,109.5,253,84.8,196
2011,2504504,106.3,221,81.3,169
2012,2504504,105.3,219,71.2,148
2013,2504504,95,201,78,165
2014,2504504,76,161,67.5,143
2015,2504504,80.1,170,70.2,149
2016,2504504,72.9,155,68.7,146
2017,2504504,74.7,159,68.1,145
2018,2504504,68.7,144,64.4,135
2019,2504504,65.3,137,61,128
2010,2504603,75.7,626,47.2,390
2011,2504603,83,676,45.9,374
2012,2504603,80.6,668,49.5,410
2013,2504603,100.9,873,88.6,766
2014,2504603,106,934,94.1,829
2015,2504603,102.3,918,91.4,820
2016,2504603,104,949,86.5,789
2017,2504603,107.2,994,84.8,786
2018,2504603,103.8,945,92.2,839
2019,2504603,102.9,950,92,849
2010,2504702,116.8,195,78.4,131
2011,2504702,123.4,206,65.9,110
2012,2504702,113.2,189,67.1,112
2013,2504702,101.9,173,75.4,128
2014,2504702,83.6,142,58.8,100
2015,2504702,83.5,142,73.5,125
2016,2504702,81,138,65.8,112
2017,2504702,88.6,151,74.5,127
2018,2504702,95.1,162,82.2,140
2019,2504702,85.1,145,76.3,130
2010,2504801,47.4,246,28.5,148
2011,2504801,60.6,286,35.6,168
2012,2504801,68.4,323,37.7,178
2013,2504801,82.8,397,57.1,274
2014,2504801,75,360,58.4,280
2015,2504801,67.3,323,54.4,261
2016,2504801,75.2,361,54.1,260
2017,2504801,71,341,54.7,263
2018,2504801,72.4,348,57.9,278
2019,2504801,89.6,431,70.9,341
2010,2504850,103.9,53,64.7,33
2011,2504850,129.5,57,63.6,28
2012,2504850,122.7,54,54.5,24
2013,2504850,108.1,49,75,34
2014,2504850,111.5,51,96.2,44
2015,2504850,101.7,47,97.4,45
2016,2504850,109.4,51,81.5,38
2017,2504850,83,39,76.6,36
2018,2504850,81.6,38,73,34
2019,2504850,74.6,35,72.5,34
2010,2504900,80.4,488,46.1,280
2011,2504900,79.9,480,48.1,289
2012,2504900,69,419,40.7,247
2013,2504900,69.5,435,59.6,373
2014,2504900,69.1,438,59.7,378
2015,2504900,61.5,394,53.6,343
2016,2504900,64.3,416,59.1,382
2017,2504900,73,477,66.6,435
2018,2504900,73.5,475,64.7,418
2019,2504900,76.7,494,68.6,442
2010,2505006,60.7,150,42.9,106
2011,2505006,73.4,185,47.6,120
2012,2505006,85.3,215,52,131
2013,2505006,98.4,254,89.1,230
2014,2505006,103.6,269,78.9,205
2015,2505006,79.6,208,70.8,185
2016,2505006,76.1,200,67,176
2017,2505006,73.1,193,66.2,175
2018,2505006,72.7,205,67,189
2019,2505006,72.8,206,68.2,193
2010,2505105,60.6,362,44.7,267
2011,2505105,88.2,503,61.4,350
2012,2505105,90.5,516,59.1,337
2013,2505105,100.5,582,83.8,485
2014,2505105,99.6,577,82.7,479
2015,2505105,91.4,530,77.8,451
2016,2505105,77.4,449,64.6,375
2017,2505105,84.8,492,69.1,401
2018,2505105,95.1,552,77.2,448
2019,2505105,92.6,537,83.3,483
2010,2505204,83.9,213,63.4,161
2011,2505204,82.9,184,61.3,136
2012,2505204,77.4,171,55.7,123
2013,2505204,90.6,202,73.1,163
2014,2505204,96.4,214,78.8,175
2015,2505204,98.5,218,77.3,171
2016,2505204,89.4,197,71.2,157
2017,2505204,96.1,211,84.3,185
2018,2505204,93.8,207,86.6,191
2019,2505204,91.8,202,83.2,183
2010,2505238,117.5,248,82.5,174
2011,2505238,133.2,249,89.8,168
2012,2505238,124.6,233,89.3,167
2013,2505238,123.5,235,96.7,184
2014,2505238,116.5,222,96.1,183
2015,2505238,100.6,192,86.5,165
2016,2505238,91.1,174,72.8,139
2017,2505238,100.9,193,84.7,162
2018,2505238,117.8,225,106.2,203
2019,2505238,101,193,87.9,168
2010,2505279,83.3,125,57.3,86
2011,2505279,83.5,147,67,118
2012,2505279,88.6,156,67,118
2013,2505279,103.8,185,90.3,161
2014,2505279,83.7,149,78.1,139
2015,2505279,87.2,155,81.6,145
2016,2505279,85.6,152,76.6,136
2017,2505279,90.2,160,88.5,157
2018,2505279,87.2,155,85,151
2019,2505279,83.5,148,80.7,143
2010,2505303,105.4,78,63.5,47
2011,2505303,119.8,97,69.1,56
2012,2505303,146.9,119,76.5,62
2013,2505303,89,73,65.8,54
2014,2505303,101.3,83,69.6,57
2015,2505303,47.7,39,39.1,32
2016,2505303,63.6,52,46.5,38
2017,2505303,80.8,66,55.1,45
2018,2505303,66,54,61.1,50
2019,2505303,69.8,57,68.6,56
2010,2505352,83.4,151,63,114
2011,2505352,102.5,166,77.2,125
2012,2505352,102.5,166,64.2,104
2013,2505352,91.1,152,87.5,146
2014,2505352,99,167,91.9,155
2015,2505352,93.4,159,86.3,147
2016,2505352,82.6,142,77.4,133
2017,2505352,72.6,126,69.2,120
2018,2505352,79.2,136,70.5,121
2019,2505352,80.9,140,74,128
2010,2505402,102.9,318,73.1,226
2011,2505402,99.7,291,60.6,177
2012,2505402,87,255,64.8,190
2013,2505402,85,254,73.6,220
2014,2505402,80.4,241,72.7,218
2015,2505402,69.4,209,61.8,186
2016,2505402,67.2,203,63.6,192
2017,2505402,68,206,57.4,174
2018,2505402,61.9,187,55,166
2019,2505402,69.4,210,60.8,184
2010,2505501,84.8,112,50,66
2011,2505501,79.5,97,45.1,55
2012,2505501,80.5,99,49.6,61
2013,2505501,95.6,121,78.2,99
2014,2505501,90,115,72,92
2015,2505501,81.4,105,69,89
2016,2505501,84.6,110,69.2,90
2017,2505501,106.8,140,70.9,93
2018,2505501,71.6,93,67,87
2019,2505501,67.3,88,62.7,82
2010,2505600,99.5,206,62.8,130
2011,2505600,85.5,177,62.8,130
2012,2505600,108.3,222,78,160
2013,2505600,129.9,269,97.6,202
2014,2505600,101.3,209,81.9,169
2015,2505600,100.2,206,76.8,158
2016,2505600,97.1,199,76.6,157
2017,2505600,73.4,150,62.6,128
2018,2505600,75.6,155,60.5,124
2019,2505600,78.3,160,72.9,149
2010,2505709,53.8,200,33.9,126
2011,2505709,45.2,157,31.1,108
2012,2505709,87.3,303,57.1,198
2013,2505709,82.5,289,76.5,268
2014,2505709,84.3,294,76.2,266
2015,2505709,88,306,76.8,267
2016,2505709,89.8,311,85.2,295
2017,2505709,83.4,288,79.7,275
2018,2505709,76.4,265,75.6,262
2019,2505709,81.7,284,75.1,261
2010,2505808,145.3,170,94.9,111
2011,2505808,93.1,108,77.6,90
2012,2505808,125.9,146,91.4,106
2013,2505808,125.5,147,80.3,94
2014,2505808,101.2,118,78.9,92
2015,2505808,111,129,86.9,101
2016,2505808,101,117,84.6,98
2017,2505808,111.7,129,83.2,96
2018,2505808,109.5,127,88,102
2019,2505808,109.1,126,86.6,100
2010,2505907,61,89,45.2,66
2011,2505907,61.9,73,32.2,38
2012,2505907,84.3,102,43.8,53
2013,2505907,116.1,144,84.7,105
2014,2505907,103.3,129,79.3,99
2015,2505907,81.2,102,67.6,85
2016,2505907,90.2,114,75.9,96
2017,2505907,33,42,25.2,32
2018,2505907,49.1,62,39.6,50
2019,2505907,49.6,63,40.2,51
2010,2506004,77.9,810,52,541
2011,2506004,76.7,790,48.3,498
2012,2506004,77.1,800,49.8,516
2013,2506004,78.6,834,72.6,770
2014,2506004,76.7,820,70.6,755
2015,2506004,77.1,831,71.7,773
2016,2506004,74.9,813,71.3,774
2017,2506004,77.5,848,71.1,778
2018,2506004,80.2,870,73.5,798
2019,2506004,81.8,888,78.1,848
2010,2506103,94.9,408,69.3,298
2011,2506103,115.7,441,76.6,292
2012,2506103,125.8,482,87.5,335
2013,2506103,119.1,461,87.9,340
2014,2506103,81.7,315,76.5,295
2015,2506103,78.3,301,71.5,275
2016,2506103,71.7,275,66.5,255
2017,2506103,95.5,365,72.2,276
2018,2506103,101.1,388,81.8,314
2019,2506103,97.3,370,81.5,310
2010,2506202,118,105,93.3,83
2011,2506202,131.1,97,101.4,75
2012,2506202,133.8,99,89.2,66
2013,2506202,135.7,102,93.1,70
2014,2506202,113,85,105,79
2015,2506202,106.3,80,97,73
2016,2506202,83.6,63,77,58
2017,2506202,78.3,59,66.3,50
2018,2506202,83.6,63,78.3,59
2019,2506202,94.2,71,79.6,60
2010,2506251,83.6,225,61.3,165
2011,2506251,103.8,274,59.5,157
2012,2506251,110.2,292,75.1,199
2013,2506251,123.6,332,86.8,233
2014,2506251,114.1,306,96.9,260
2015,2506251,99.6,267,88.1,236
2016,2506251,106.1,284,90.7,243
2017,2506251,107.3,287,74.8,200
2018,2506251,99.3,266,79.5,213
2019,2506251,105.4,278,93.3,246
2010,2506301,105.1,1798,75.4,1289
2011,2506301,104.4,1740,72.2,1203
2012,2506301,96.2,1612,68.4,1146
2013,2506301,100.9,1732,83.5,1434
2014,2506301,100.5,1738,85.2,1473
2015,2506301,99.6,1733,86.3,1502
2016,2506301,109.6,1920,88.6,1551
2017,2506301,108.7,1916,85.5,1507
2018,2506301,96.1,1682,84.4,1477
2019,2506301,94.4,1661,85.9,1512
2010,2506400,88.3,386,56.5,247
2011,2506400,96.9,441,67.3,306
2012,2506400,87.3,397,57.4,261
2013,2506400,91.9,425,77.2,357
2014,2506400,92.3,427,75.2,348
2015,2506400,81.7,378,69.8,323
2016,2506400,76.2,353,63.9,296
2017,2506400,83.7,388,72.9,338
2018,2506400,90.7,420,82.7,383
2019,2506400,93.3,432,83.5,387
2010,2506509,93.1,95,63.7,65
2011,2506509,100,87,65.5,57
2012,2506509,88.8,79,59.6,53
2013,2506509,88.4,81,81.8,75
2014,2506509,101.5,94,96.1,89
2015,2506509,89.9,84,83.5,78
2016,2506509,82.7,78,76.3,72
2017,2506509,95.7,91,89.4,85
2018,2506509,5.3,5,4.2,4
2019,2506509,76.9,73,73.8,70
2010,2506608,106.1,191,75.6,136
2011,2506608,120.2,202,82.1,138
2012,2506608,107.2,178,71.7,119
2013,2506608,87.2,146,78.3,131
2014,2506608,90.6,151,85.2,142
2015,2506608,87.4,145,77.2,128
2016,2506608,96.3,159,84.7,140
2017,2506608,102.1,168,87.5,144
2018,2506608,96.7,160,76.8,127
2019,2506608,72.3,119,61.3,101
2010,2506707,56.6,294,38.2,198
2011,2506707,65,303,43.8,204
2012,2506707,62.7,293,41.1,192
2013,2506707,63.4,302,57.3,273
2014,2506707,62.9,301,56.4,270
2015,2506707,60,288,54.3,261
2016,2506707,53.9,260,44,212
2017,2506707,55.6,269,47.1,228
2018,2506707,52.5,253,38.8,187
2019,2506707,44.1,213,42.6,206
2010,2506806,89.2,528,54.1,320
2011,2506806,87.1,521,56.7,339
2012,2506806,99.5,570,68.2,391
2013,2506806,105.9,619,78.3,458
2014,2506806,98.5,578,75.7,444
2015,2506806,85.2,502,66.6,392
2016,2506806,85.5,505,64.6,382
2017,2506806,94.5,560,72.5,430
2018,2506806,88.4,522,73.5,434
2019,2506806,95.3,563,81.1,479
2010,2506905,107.7,780,76.2,552
2011,2506905,102.4,721,71.3,502
2012,2506905,100.3,703,74.9,525
2013,2506905,98.8,701,83.3,591
2014,2506905,109.8,777,84.6,599
2015,2506905,91.3,645,72.3,511
2016,2506905,68.6,484,57.6,406
2017,2506905,93.5,658,75.4,531
2018,2506905,88.8,627,78.6,555
2019,2506905,87.2,614,78.3,551
2010,2507002,90.5,677,67.2,503
2011,2507002,91.9,716,65.7,512
2012,2507002,98.3,772,68.3,536
2013,2507002,92.2,743,76.1,613
2014,2507002,78.2,635,72.3,587
2015,2507002,68.9,564,62.6,512
2016,2507002,72.4,597,65.8,542
2017,2507002,76.1,631,64.2,533
2018,2507002,74.2,611,68.4,563
2019,2507002,74.2,612,70.2,579
2010,2507101,95.6,567,68.3,405
2011,2507101,103.7,592,71.8,410
2012,2507101,107.8,621,74.5,429
2013,2507101,101.7,605,74.3,442
2014,2507101,86.8,522,68.1,410
2015,2507101,83.8,510,65.4,398
2016,2507101,78.2,481,62.1,382
2017,2507101,85.3,530,70.7,439
2018,2507101,94.5,580,77.2,474
2019,2507101,94.1,583,75.4,467
2010,2507200,122.2,407,85.6,285
2011,2507200,116.9,416,75.6,269
2012,2507200,115.4,412,78.2,279
2013,2507200,110.1,403,86.9,318
2014,2507200,97.1,358,83,306
2015,2507200,104.5,388,80,297
2016,2507200,101.7,380,84,314
2017,2507200,98.7,371,81.9,308
2018,2507200,73.6,275,68.8,257
2019,2507200,77.8,295,73.1,277
2010,2507309,100.6,465,63,291
2011,2507309,102.8,474,64.4,297
2012,2507309,94.8,437,58.1,268
2013,2507309,103.5,486,89.7,421
2014,2507309,95.2,448,84.4,397
2015,2507309,92,434,81.4,384
2016,2507309,116.1,549,92,435
2017,2507309,89.5,424,77.5,367
2018,2507309,80.4,380,75.9,359
2019,2507309,102.4,487,91.3,434
2010,2507408,77.1,182,56.8,134
2011,2507408,98.3,234,65.1,155
2012,2507408,101.7,242,60.9,145
2013,2507408,95,230,69.8,169
2014,2507408,98.5,239,82.4,200
2015,2507408,92.2,224,77.4,188
2016,2507408,78.5,191,67.8,165
2017,2507408,80,195,66.4,162
2018,2507408,77.6,189,64.9,158
2019,2507408,83.3,203,65.6,160
2010,2507507,47.2,9691,34.3,7045
2011,2507507,56.2,11530,38.8,7959
2012,2507507,53.5,11115,38.1,7916
2013,2507507,57.8,12448,49.8,10732
2014,2507507,57.7,12615,50.4,11011
2015,2507507,58.1,12873,51.5,11413
2016,2507507,59.4,13331,52.9,11867
2017,2507507,57.7,13112,51.3,11654
2018,2507507,61.4,13747,54.6,12239
2019,2507507,66,14938,59.2,13410
2010,2507606,93.6,249,63.5,169
2011,2507606,100.8,260,66.7,172
2012,2507606,114.3,296,71.4,185
2013,2507606,100.9,268,89.2,237
2014,2507606,106.9,286,84.5,226
2015,2507606,95.1,256,81.3,219
2016,2507606,93.7,254,80.4,218
2017,2507606,80.7,220,73.7,201
2018,2507606,83.1,225,76.8,208
2019,2507606,86.7,236,79.7,217
2010,2507705,64.2,395,42.4,261
2011,2507705,73.3,499,47.6,324
2012,2507705,91.4,627,61.7,423
2013,2507705,93.5,660,77.2,545
2014,2507705,83.6,596,72.9,520
2015,2507705,79.2,570,67.1,483
2016,2507705,78.4,569,72,523
2017,2507705,79.4,581,69.1,506
2018,2507705,82.7,600,69.6,505
2019,2507705,77.1,563,70.5,515
2010,2507804,82.4,201,69.7,170
2011,2507804,81.1,184,58.6,133
2012,2507804,86.9,199,57.6,132
2013,2507804,82.8,195,72.6,171
2014,2507804,86.3,205,69.1,164
2015,2507804,85.2,204,77.7,186
2016,2507804,70.8,171,67.1,162
2017,2507804,77.3,188,63.7,155
2018,2507804,69.2,167,62.6,151
2019,2507804,77,187,64.3,156
2010,2507903,133.2,485,98.4,358
2011,2507903,130.9,487,87.6,326
2012,2507903,107.8,403,76.2,285
2013,2507903,111.7,427,94.7,362
2014,2507903,97,373,87.4,336
2015,2507903,87.5,338,74.3,287
2016,2507903,88.9,345,77,299
2017,2507903,83.1,324,69,269
2018,2507903,86.6,336,70.1,272
2019,2507903,99.1,386,83.2,324
2010,2508000,89.8,272,49.5,150
2011,2508000,73.1,223,42.6,130
2012,2508000,75.9,230,46.9,142
2013,2508000,71.7,220,64.5,198
2014,2508000,77.3,237,72.8,223
2015,2508000,84.6,259,77.1,236
2016,2508000,82.8,253,74.9,229
2017,2508000,87.1,266,77.3,236
2018,2508000,98.1,300,79.4,243
2019,2508000,87.5,267,78.9,241
2010,2508109,100,156,78.2,122
2011,2508109,83,122,61.9,91
2012,2508109,72.6,106,49.3,72
2013,2508109,69.8,103,65,96
2014,2508109,83.5,123,66.5,98
2015,2508109,59.9,88,53.8,79
2016,2508109,76.4,112,65.5,96
2017,2508109,95,139,84.8,124
2018,2508109,83.9,123,76.4,112
2019,2508109,74.5,109,60.8,89
2010,2508208,85.6,225,59.7,157
2011,2508208,99.6,224,60.4,136
2012,2508208,107.9,245,78.4,178
2013,2508208,91.1,211,70.4,163
2014,2508208,98.9,230,78.7,183
2015,2508208,105.4,246,84.9,198
2016,2508208,95.7,224,74.8,175
2017,2508208,88.6,208,74.9,176
2018,2508208,108.5,254,91.9,215
2019,2508208,112.5,266,97.3,230
2010,2508307,101.7,887,77.3,674
2011,2508307,83.4,752,61.8,557
2012,2508307,77.3,700,53.6,486
2013,2508307,84.6,785,79.6,738
2014,2508307,85.5,798,78,728
2015,2508307,79.8,753,67.9,641
2016,2508307,87.4,829,76.9,730
2017,2508307,93.9,896,79,753
2018,2508307,81.8,776,74.5,706
2019,2508307,82.1,782,76.3,727
2010,2508406,92.3,84,65.9,60
2011,2508406,85.9,73,72.9,62
2012,2508406,96.4,80,75.9,63
2013,2508406,134.5,112,103.3,86
2014,2508406,93.2,77,83.5,69
2015,2508406,106.1,87,90.3,74
2016,2508406,79.9,65,70.1,57
2017,2508406,111.4,90,90.4,73
2018,2508406,77.3,63,72.4,59
2019,2508406,92.4,75,77.7,63
2010,2508505,87.4,249,60,171
2011,2508505,102.4,256,64.4,161
2012,2508505,89.6,225,54.6,137
2013,2508505,84.1,215,77.5,198
2014,2508505,86.7,222,76.9,197
2015,2508505,94.2,242,87.6,225
2016,2508505,80.8,208,71.9,185
2017,2508505,72.9,188,66.3,171
2018,2508505,80.4,207,73.4,189
2019,2508505,88,223,84.9,215
2010,2508554,71.3,92,49.6,64
2011,2508554,106.5,132,69.4,86
2012,2508554,117.1,144,73.2,90
2013,2508554,106.3,135,89.8,114
2014,2508554,98.1,126,85.6,110
2015,2508554,87.7,114,68.5,89
2016,2508554,102.8,135,87.6,115
2017,2508554,83.7,111,66.3,88
2018,2508554,86.1,113,65.6,86
2019,2508554,85.4,113,80.1,106
2010,2508604,104.8,549,73.3,384
2011,2508604,109.2,522,67.4,322
2012,2508604,92.1,444,54.4,262
2013,2508604,87.1,435,75.7,378
2014,2508604,83.6,423,71.7,363
2015,2508604,85,436,78.4,402
2016,2508604,95.7,497,86.2,448
2017,2508604,90.9,478,78.2,411
2018,2508604,89.9,466,83.7,434
2019,2508604,91.4,479,82.6,433
2010,2508703,71.6,101,44,62
2011,2508703,72.3,102,48.2,68
2012,2508703,85.1,120,56,79
2013,2508703,84.2,120,80,114
2014,2508703,78.7,112,64,91
2015,2508703,76.1,108,59.9,85
2016,2508703,75.5,107,60.7,86
2017,2508703,52.4,74,45.3,64
2018,2508703,46.6,66,40.2,57
2019,2508703,45.3,64,41,58
2010,2508802,82.6,152,66.3,122
2011,2508802,71.7,137,54.5,104
2012,2508802,91.1,174,55.5,106
2013,2508802,77.5,150,69.7,135
2014,2508802,70.8,137,62.5,121
2015,2508802,67.7,131,55.8,108
2016,2508802,65.2,126,61.6,119
2017,2508802,70.4,136,61.1,118
2018,2508802,71.7,141,64.1,126
2019,2508802,64.7,127,59.6,117
2010,2508901,79.8,1229,52.7,811
2011,2508901,83.9,1234,53.7,790
2012,2508901,82.1,1205,53,778
2013,2508901,82.8,1248,70.7,1066
2014,2508901,87,1322,72.5,1101
2015,2508901,78.3,1199,62.1,951
2016,2508901,79.1,1220,63.2,975
2017,2508901,77.2,1199,63.6,988
2018,2508901,79.7,1229,67.3,1037
2019,2508901,76.4,1184,67.2,1041
2010,2509008,82.9,355,47.2,202
2011,2509008,77.8,315,44.4,180
2012,2509008,69.6,282,40.5,164
2013,2509008,62.8,259,57.4,237
2014,2509008,82.2,340,74.2,307
2015,2509008,75.7,314,66,274
2016,2509008,69.7,290,59.4,247
2017,2509008,61.9,258,55.4,231
2018,2509008,65.2,271,58.2,242
2019,2509008,68.4,281,65,267
2010,2509057,100.3,321,74.7,239
2011,2509057,104.2,344,75.2,248
2012,2509057,114.3,383,81.8,274
2013,2509057,94.6,329,77.1,268
2014,2509057,98.6,348,75.4,266
2015,2509057,112.8,404,73.2,262
2016,2509057,126.7,460,86.5,314
2017,2509057,116.1,427,79.7,293
2018,2509057,119.8,434,79.8,289
2019,2509057,109.4,401,73.9,271
2010,2509107,101.1,672,71.6,476
2011,2509107,106.2,702,76.1,503
2012,2509107,103.9,687,72.2,477
2013,2509107,98.9,666,75.3,507
2014,2509107,105.8,714,79.7,538
2015,2509107,92.7,627,74,501
2016,2509107,83.2,564,66.1,448
2017,2509107,87.2,593,69,469
2018,2509107,77.1,523,67.7,459
2019,2509107,87.5,594,78.8,535
2010,2509156,87.6,177,54,109
2011,2509156,81.5,172,62.6,132
2012,2509156,88.7,189,65.7,140
2013,2509156,81,177,66.3,145
2014,2509156,89.4,197,78.1,172
2015,2509156,98.2,218,82,182
2016,2509156,87.2,195,72.9,163
2017,2509156,83.1,187,72,162
2018,2509156,76.5,171,70.3,157
2019,2509156,76.4,172,72.8,164
2010,2509206,96.2,400,73.3,305
2011,2509206,82.9,372,59.5,267
2012,2509206,94.5,429,67.4,306
2013,2509206,92.6,432,74.2,346
2014,2509206,101.5,477,82.3,387
2015,2509206,103.6,491,82.7,392
2016,2509206,98.9,472,80,382
2017,2509206,76.6,368,70.5,339
2018,2509206,76.6,365,70,334
2019,2509206,79.9,386,75.6,365
2010,2509305,100.3,301,63.3,190
2011,2509305,114.3,319,77.4,216
2012,2509305,109.2,310,71.1,202
2013,2509305,96.8,286,92.7,274
2014,2509305,90.5,272,84.2,253
2015,2509305,95.9,293,90,275
2016,2509305,94.1,292,85.4,265
2017,2509305,86.8,273,80.7,254
2018,2509305,87.9,272,81.4,252
2019,2509305,95.1,298,84.9,266
2010,2509339,87.4,139,62.3,99
2011,2509339,104.4,143,74.5,102
2012,2509339,95,133,69.3,97
2013,2509339,104.1,149,90.9,130
2014,2509339,109.9,158,90.4,130
2015,2509339,112.8,163,99,143
2016,2509339,109.5,159,95.8,139
2017,2509339,104.9,153,89.9,131
2018,2509339,111,161,93.7,136
2019,2509339,125.2,181,110.7,160
2010,2509370,93,80,68.6,59
2011,2509370,96.4,81,60.7,51
2012,2509370,86,74,62.8,54
2013,2509370,80.3,71,62.2,55
2014,2509370,75.1,67,70.7,63
2015,2509370,72.3,65,62.3,56
2016,2509370,71.7,65,54.1,49
2017,2509370,73.3,67,66.8,61
2018,2509370,68.5,62,63,57
2019,2509370,66.9,61,64.7,59
2010,2509396,87.7,193,60.5,133
2011,2509396,42.3,91,24.2,52
2012,2509396,120.5,264,84.9,186
2013,2509396,125,283,91.8,208
2014,2509396,127.3,292,91.1,209
2015,2509396,115,267,85.7,199
2016,2509396,99.2,233,74.9,176
2017,2509396,71.2,169,61.5,146
2018,2509396,67.4,158,63.1,148
2019,2509396,75.6,179,68.8,163
2010,2509404,84.8,358,50.2,212
2011,2509404,89.7,375,56.9,238
2012,2509404,95,418,61.8,272
2013,2509404,96.3,429,74.5,332
2014,2509404,111.2,495,82.2,366
2015,2509404,103.5,460,80.1,356
2016,2509404,84.9,377,68,302
2017,2509404,103.7,460,79.1,351
2018,2509404,110.5,491,88,391
2019,2509404,110,488,94.2,418
2010,2509503,122.2,209,72.5,124
2011,2509503,110.1,197,67,120
2012,2509503,86.4,159,52.2,96
2013,2509503,84.1,161,75.8,145
2014,2509503,93.5,182,84.8,165
2015,2509503,85,168,77.9,154
2016,2509503,84.2,169,80.2,161
2017,2509503,82.5,168,80.1,163
2018,2509503,91.9,184,83.9,168
2019,2509503,88.8,180,81.9,166
2010,2509602,86.6,136,53.5,84
2011,2509602,99.4,155,64.7,101
2012,2509602,96.8,151,59.6,93
2013,2509602,119.3,191,84.3,135
2014,2509602,86.8,140,77.5,125
2015,2509602,81.2,132,76.9,125
2016,2509602,81.3,133,73.9,121
2017,2509602,69.2,114,61.3,101
2018,2509602,63.6,104,59.3,97
2019,2509602,69.3,114,66.3,109
2010,2509701,93.4,912,62,605
2011,2509701,96.4,891,64.1,592
2012,2509701,93.2,870,65.8,614
2013,2509701,89.8,861,83,796
2014,2509701,90.6,877,79.9,773
2015,2509701,83.1,811,76.1,743
2016,2509701,90.1,886,85,836
2017,2509701,96.4,956,88.3,875
2018,2509701,96.8,951,88.1,866
2019,2509701,91,900,85.1,842
2010,2509800,86,258,50.7,152
2011,2509800,68.6,223,41.5,135
